scene_id,frame_id,scene_description,qa_category,question,answer,cam_front,question_length,answer_length
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,What are the important objects in the current scene? Those objects will be considered for the future reasoning and driving decision.,"There is a white sedan to the front left of the ego vehicle, a gray sedan to the back of the ego vehicle, and a green light to the front of the ego vehicle. The IDs of these objects are <c1,CAM_FRONT_LEFT,231.5,472.1>, <c2,CAM_BACK,966.7,580.0>, and <c3,CAM_FRONT,864.5,293.6>.",../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,21,44
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,"What is the observed status of object <c1,CAM_FRONT_LEFT,231.5,472.1>?",Moving.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,8,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,"What is the moving status of object <c1,CAM_FRONT_LEFT,231.5,472.1>?",Going ahead.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,8,2
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,"What is the observed status of object <c2,CAM_BACK,966.7,580.0>?",Moving.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,8,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,"What is the moving status of object <c2,CAM_BACK,966.7,580.0>?",Going ahead.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,8,2
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,"What is the visual description of <c1,CAM_FRONT_LEFT,231.5,472.1>?",White sedan.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,7,2
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,"What is the visual description of <c2,CAM_BACK,966.7,580.0>?",Gray sedan.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,7,2
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,"What is the visual description of <c3,CAM_FRONT,864.5,293.6>?",Green light.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,7,2
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Is <c1,CAM_FRONT_LEFT,231.5,472.1> a traffic sign or a road barrier?",No.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,9,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Which object is most likely to be occluded by <c1,CAM_FRONT_LEFT,231.5,472.1>? Would this object affect the ego vehicle? Based on this object, what action of the ego vehicle is dangerous?","None, no, none.",../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,29,3
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Would <c1,CAM_FRONT_LEFT,231.5,472.1> be in the moving direction of the ego vehicle?",No.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,11,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"What is the future state of <c1,CAM_FRONT_LEFT,231.5,472.1>?",Keep going straight.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,7,3
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Is <c2,CAM_BACK,966.7,580.0> a traffic sign or a road barrier?",No.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,9,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Which object is most likely to be occluded by <c2,CAM_BACK,966.7,580.0>? Would this object affect the ego vehicle? Based on this object, what action of the ego vehicle is dangerous?","None, no, none.",../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,29,3
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Would <c2,CAM_BACK,966.7,580.0> be in the moving direction of the ego vehicle?",No.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,11,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"What is the future state of <c2,CAM_BACK,966.7,580.0>?",Keep going straight.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,7,3
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Is <c3,CAM_FRONT,864.5,293.6> a traffic sign or a road barrier?",Yes.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,9,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Would <c3,CAM_FRONT,864.5,293.6> be in the moving direction of the ego vehicle?",Yes.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,11,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"What does <c3,CAM_FRONT,864.5,293.6> mean?",Please proceed.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,4,2
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"In this scenario, what object is most likely to consider <c3,CAM_FRONT,864.5,293.6>?",The ego vehicle.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,11,3
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,What object should the ego vehicle notice first when the ego vehicle is getting to the next possible location? What is the state of the object that is first noticed by the ego vehicle and what action should the ego vehicle take? What object should the ego vehicle notice second when the ego vehicle is getting to the next possible location? What is the state of the object perceived by the ego vehicle as second and what action should the ego vehicle take? What object should the ego vehicle notice third? What is the state of the object perceived by the ego vehicle as third and what action should the ego vehicle take?,"Firstly notice that <c3,CAM_FRONT,864.5,293.6>; the object is a traffic sign, so the ego vehicle should continue going ahead at the same speed. Secondly, notice that <c1,CAM_FRONT_LEFT,231.5,472.1>; the object is going ahead, so the ego vehicle should continue going ahead at the same speed. Thirdly, notice that <c2,CAM_BACK,966.7,580.0>; the object is going ahead, so the ego vehicle should continue going ahead at the same speed.",../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,113,64
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Are <c1,CAM_FRONT_LEFT,231.5,472.1> and <c2,CAM_BACK,966.7,580.0> traffic signs?",Neither is a traffic sign.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,6,5
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Will <c1,CAM_FRONT_LEFT,231.5,472.1> be in the moving direction of <c2,CAM_BACK,966.7,580.0>?",No.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,9,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Will <c1,CAM_FRONT_LEFT,231.5,472.1> change its motion state based on <c2,CAM_BACK,966.7,580.0>?",No.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,9,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Based on the observations of <c2,CAM_BACK,966.7,580.0>, what are possible actions to be taken by <c1,CAM_FRONT_LEFT,231.5,472.1>? What is the reason?","The action is to keep going at the same speed, the reason is there is no safety issue.",../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,19,18
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"What object would consider <c1,CAM_FRONT_LEFT,231.5,472.1> to be most relevant to its decision?",None.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,12,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"What object would consider <c2,CAM_BACK,966.7,580.0> to be most relevant to its decision?",None.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,12,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Are <c3,CAM_FRONT,864.5,293.6> and <c2,CAM_BACK,966.7,580.0> traffic signs?",Only one of the boxes is a traffic sign.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,6,9
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Will <c3,CAM_FRONT,864.5,293.6> be in the moving direction of <c2,CAM_BACK,966.7,580.0>?",Yes.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,9,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Would <c2,CAM_BACK,966.7,580.0> take <c3,CAM_FRONT,864.5,293.6> into account?",Yes.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,6,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"What object would consider <c3,CAM_FRONT,864.5,293.6> to be most relevant to its decision?",The ego vehicle.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,12,3
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"Except for the ego vehicle, what object would consider <c3,CAM_FRONT,864.5,293.6> to be most relevant to its decision?",None.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,17,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"What object would consider <c2,CAM_BACK,966.7,580.0> to be most relevant to its decision?",None.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,12,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",prediction,"What kind of traffic sign is <c3,CAM_FRONT,864.5,293.6>?",Traffic light.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,7,2
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,"Is <c1,CAM_FRONT_LEFT,231.5,472.1> an object that the ego vehicle should consider in the current scene?",No.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,14,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,"What actions could the ego vehicle take based on <c1,CAM_FRONT_LEFT,231.5,472.1>? Why take this action and what's the probability?","The action is to keep going at the same speed, the reason is that there is no safety issue. The probability of this action is high.",../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,18,26
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,"What is the probability of colliding with <c1,CAM_FRONT_LEFT,231.5,472.1> after the ego vehicle goes straight and keeps the same speed?",Low.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,19,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,"What actions taken by the ego vehicle can lead to a collision with <c1,CAM_FRONT_LEFT,231.5,472.1>?",No such action will lead to a collision.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,14,8
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,"Is <c2,CAM_BACK,966.7,580.0> an object that the ego vehicle should consider in the current scene?",No.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,14,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,"What actions could the ego vehicle take based on <c2,CAM_BACK,966.7,580.0>? Why take this action and what's the probability?","The action is to keep going at the same speed. The reason is that there is no safety issue, and the probability is high.",../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,18,24
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,"What is the probability of colliding with <c2,CAM_BACK,966.7,580.0> after the ego vehicle goes straight and keeps the same speed?",Low.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,19,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,"What actions taken by the ego vehicle can lead to a collision with <c2,CAM_BACK,966.7,580.0>?",Back up.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,14,2
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,"Is it necessary for the ego vehicle to take <c3,CAM_FRONT,864.5,293.6> into account?",Yes.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,12,1
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,"Based on <c3,CAM_FRONT,864.5,293.6> in this scene, what is the most possible action of the ego vehicle?",Keep going at the same speed.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,16,6
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,What is the traffic signal that the ego vehicle should pay attention to?,Green light.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,13,2
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,What is the target action of the ego vehicle?,Go straight.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,9,2
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,"In this scenario, what are safe actions to take for the ego vehicle?",Keep going at the same speed and brake suddenly.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,13,9
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,"In this scenario, what are dangerous actions to take for the ego vehicle?","Back up, turn right.",../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,13,4
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,What is the priority of the objects that the ego vehicle should consider?(in descending order),"<c3,CAM_FRONT,864.5,293.6>, <c1,CAM_FRONT_LEFT,231.5,472.1>, <c2,CAM_BACK,966.7,580.0>.",../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,15,3
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",planning,"Based on the observation of <c3,CAM_FRONT,864.5,293.6>, what actions may <c2,CAM_BACK,966.7,580.0> take?",Keep going at the same speed.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,11,6
f0f120e4d4b0441da90ec53b16ee169d,d9075c2a5f864a2b8abf41e703f4cf1c,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",behavior,Predict the behavior of the ego vehicle.,The ego vehicle is going straight. The ego vehicle is driving slowly.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291005162404.jpg,7,12
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,What are objects to the front right of the ego car?,There are many barriers and one construction vehicle to the front right of the ego car.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,11,16
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,What are objects to the front left of the ego car?,There are many barriers to the front left of the ego car.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,11,12
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,What are objects to the back of the ego car?,"There are three barriers, many trucks, and one car to the back of the ego car.",../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,10,16
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,What are objects to the back left of the ego car?,"There are many trucks, one barrier, two trailers, and two cars to the back left of the ego car.",../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,11,19
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,What is the status of the trucks that are to the back left of the ego car?,"Many trucks are parked, and two are moving.",../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,17,8
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,What is the status of the construction vehicle that is to the front right of the ego car?,The construction vehicle to the front right of the ego car is moving.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,18,13
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,What are objects to the front of the ego car?,There are many obstacles in front of the ego car.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,10,10
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,What is the status of the trailers that are to the back left of the ego car?,"One of the trailers is parked, and one is moving.",../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,17,10
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,What is the status of the trucks that are to the back of the ego car?,Many trucks are parked.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,16,4
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,What is the status of the cars that are to the back left of the ego car?,"One of the cars is moving, and one is parked.",../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,17,10
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,What is the status of the car that is to the back of the ego car?,One car is moving.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,16,4
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,What are objects to the back right of the ego car?,There are two trailers and one barrier to the back right of the ego car.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,11,15
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,What is the status of the trailers that are to the back right of the ego car?,Two trailers are parked.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,17,4
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,Are there motorcycles with riders to the front right of the ego car?,No.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,13,1
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,Are there moving trailers to the back left of the ego car?,Yes.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,12,1
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,Are there traffic cones to the front of the ego car?,No.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,11,1
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,Are there bicycles without riders to the front of the ego car?,No.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,12,1
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,Are there barriers to the back right of the ego car?,Yes.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,11,1
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,Are there barriers to the front right of the ego car?,Yes.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,11,1
f0f120e4d4b0441da90ec53b16ee169d,dfb8d8959b9944d69dcec6d05e419f04,"The ego vehicle proceeds through the intersection, continuing along the current roadway.",perception,Are there parked trucks to the back left of the ego car?,Yes.,../nuscenes/samples/CAM_FRONT/n008-2018-09-18-13-10-39-0400__CAM_FRONT__1537291013612404.jpg,12,1
